raw_text,cleaned_words
스뉴유 제작사 스타일의 케이팝 어트랙션. 소품적 디테일에 들일 공을 서사의 디테일로 담았더라면 어땠을까. 깊이가 아쉽다.,스뉴유 제작사 스타일 트랙 소품 디테일 서사 테일로 깊이 아쉽다
한정된 러닝타임에 모든 걸 담으려니 개연성이 없다…노래랑 주제는 좋은데 차라리 애니메이션 시리즈로 나왔으면 어땠을까 싶음,한정 러닝 타임 모든 개연 노래 주제 차라리 애니메이션 시리즈
"강박적일 정도의 디테일에 묻히기 쉽지만, 기본적인 뼈대도 잘 잡힌 작품",강박 정도 디테일 기본 뼈대
혼이 빼앗길 정도로 재밌다.,정도 재밌다
"이수가 너무 좋아하고, n회차 시청하는 것을 보고서 우리는 알 수 없는 뭔가가 있다.",이수 좋아하다 회차 시청 보고서 우리 뭔가
조금 오글거리지만 노래가 너무 좋다.,조금 노래
케이팝과 악마라는 요소를 너무나 적절히 조합해 진정한 우리나라 콘텐츠가 나왔다,악마 요소 적절하다 조합 진정하다 우리나라 콘텐츠
제목이 가장 큰 단점이라고 생각할 때쯤 제목마저 찬사가 되어 마음에 떠오르는 모든 부정적 단어에 혼문을 깔게되는 기묘한 체험.,제목 가장 단점 제목 찬사 마음 모든 부정 단어 혼문 기묘하다 체험
넷플릭스와 소니가 만든 케이팝 영화라니~,넷플릭스 소니
"감정선과 노래의 연결이 참 좋은 작품. 노래 스타일이 케이팝 기준으로는 3-4년 전이라는게 훅 느껴지는데, 그럼에도 불구하고 최신의 연출 감각으로 극복했다.",정선 노래 연결 노래 스타일 기준 전이 불구 최신 연출 감각 극복
한국 많이 놀러와라 그간 나도 많이 놀러갔어 너네나라들,한국 놀러와 그간 나라
글로벌 시장에서 케이팝의 위상이 어느정도인지 느껴지는 김치맛 넷플릭스표 애니메이션.,글로벌 시장 위상 정도 김치 넷플릭스 애니메이션
"K-pop의, K-pop을 위한, K-pop에 의한",의하다
"제작 중에 30분 가량 편집되었다고 들었다. 그만큼 중간 단추가 빠진 느낌이 들어 개연성이 아쉬웠다. 그러나 한국 고증, 케이팝 문화 이해도, 모션 움직임 좋았다. 후반부에 휘몰아치는 무지갯빛 시각 효과와 사운드 굿.",제작 가량 편집 중간 단추 개연 아쉽다 한국 고증 문화 이해도 모션 움직임 후반 무지 갯빛 시각 효과 사운드
골든이랑 국뽕디자인 빼고 남는게 없는 90분짜리 플롯 개연성 핍진성 절단낸 케이팝 뮤직비디오,국뽕 디자인 플롯 개연 진성 절단 뮤직비디오
재밋긴 햇는데 케이팝 고증 공부 좀 하셔야할듯,재밋긴 고증 공부 야하다
신기하게 느껴지면서도 머리 위에 물음표가 숱하게 많이 뜬다,신기하다 머리 물음표
매력적인 시청각적 효과들이 돋보인다,매력 시청각 효과
"한국 전통문화에서 모티브를 따와서 케이팝으로 메시지를 풀어내는데, 생각보다 전통 케이팝 메시지 세 가지 토끼 다 잡았다. 마리를소다팝~",한국 전통문화 모티브 메시지 전통 메시지 가지 토끼 마리
전체를 알고 부분을 알아야 한다,전체 부분
나도 망충더피 키우고 싶어,망충 더피
영상미 하나만큼은.,상미 하나
골든 혼문 만드는 것도 보여주시길,혼문
음악이 맛있고 스토리는 삼삼해요,음악 맛있다 스토리 삼삼해
재밌당ㅎ,재밌다
이 영화 제목 절대 내 입으로 말 못해…,제목 절대
"나답게 산다는 것은 지금의 생각을 고수하는 것도, 나를 있는 그대로, 태어난대로 받아들이고 인정하는 것도 아닌 자신을 긍정하고 자신을 찾아나가는 과정 그 자체.",나답 산다 지금 고수 그대로 인정 자신 긍정 자신 과정 자체
나는 OTT 시대의 템포가 마음에 들지 않는다 모두들 단 1초의 망설임도 참을 수 없다는 듯이 대사를 줍고 뱉는다,시대 템포 마음 모두 듯이 대사
그래도 들을 만 한 노래들은 몇 남겼다.,노래
"K-POP도 알리고, 한국 문화도 알리고. 일석이조.",알리 한국 문화 알리 일석이조
금사빠. 급사망.이 좀 이해가 안 갔지만 노래도 좋고 재밋게 봄 더피 인형좀 팔아주세요,사빠 사망 이해 노래 재밋 더피 인형
사자보이즈 나올 때 나 입꼬리가 올라갔어 ..,사자 보이즈 꼬리
대유쾌마운틴이 생각보다 문화적 이해도도 뛰어난 건에 대하여,유쾌 마운틴 문화 이해도 뛰어나다 대하
lion이 아니라 saja인 이유가 저승사자였다니 ㅋㅋ 초콜릿 복근이 아니라 옥수수 복근이다,이유 저승사자 초콜릿 복근 옥수수 복근
발랄한 표현과 진부한 이야기,발랄하다 표현 진부하다 이야기
노래가 진짜 개좋고 호랑이랑 까치가 귀여움,노래 호랑이 까치
그시절 그상품 추억팔이로 흐름을 끊어버리던,시절 상품 추억 팔이 흐름
그리고 시리즈로 제작해주면 좋겠다.,시리즈 제작
겨울왕국에 케이팝 감성 한스푼,겨울왕국 감성 스푼
"눈과 귀과 즐거운 비주얼과 아이디어로 밀고 나가는 힘은 탁월한데, 상투적이고 급한 전개는 설득력을 완전히 잃는다.",즐겁다 비주 아이디어 밀고 탁월하다 상투 급하다 전개 설득 완전하다
덕질을 음지에서만(?) 하던 내가 이 문화를 영화로 보니 감회가 남달랐다,덕질 음지 문화 영화로 감회 남다르다
단점은 숨겨야 하는 결점이 아니라는 걸 노래하는 그들,단점 결점 노래
케이팝 애니메이션으로 이 정도 흥행이라니,애니메이션 정도 흥행
아이랑 애니메이션 보기 전에 잔인한 장면 있나 잠깐 검열만 하려고 했는데 끝까지 봐버렸다,아이 애니메이션 보기 잔인하다 장면 잠깐 검열
유럽 어딘가에 외국인이 운영하는 한국음식점 김치찌개 느낌.,유럽 어딘가 외국인 운영 한국음식점 김치찌개
일부 유치한 요소가있고 애니 품질은 마음에 들지 않지만 한국문화와 케이팝을 히어로물로 잘 융합시킨듯,일부 유치하다 요소 애니 품질 마음 국문 히어로 융합
애니메이팅과 노래 그리고 연출이 진짜 탑급,애니메 노래 연출
배경음악도 오리지널송도 한국이 배경이라는 게 느껴졌다. 그렇다해서 국뽕은 아니고 그냥 세세한 포인트가 좋은 느낌!,배경음악 리지 송도 한국 배경 다해 국뽕 포인트
한국어 들릴때마다 너무 좋음,한국어
K-컬쳐는 이 영화를 본보기 삼아서 발전해야 한다,컬쳐 본보기 발전
문화적 존중과 애니메이션이자 영화로서의 충실함은 관객을 아우르고 간단명료한 스토리라인과 풍요로운 음악은 나도 모르게 홀려보게 한다.,문화 존중 애니메이션 이자 로서 충실하다 간단명료 스토리 라인 풍요 음악 홀려
"새로운 프렌차이즈의 탄생을 알리는,",새롭다 프렌차이즈 탄생
이런 무빙을 가진 캐릭터가… 인기가 있을 수 있는지?,무빙 캐릭터 인기
근데 김치랑 슈팅스타 같이 먹는 맛임,김치 슈팅 스타 맛임
가볍고 재밌게 보기 조아요 ㅎㅅㅎ,가볍다 재밌다 보기
무대랑 일상이 자연스럽게 이어지는 구성이 감탄스러움,무대 일상 자연 구성 감탄 스럽다
스토리의 상황에 대한 은유를 노래로 잘 표현했다,스토리 상황 대한 은유 노래 표현
조이 내 최애임ㅎ,조이 최애
전혀 예상치 못한 이상한 조합을 이토록 조화롭고 아름답게 만드는 게 마치 새로운 길을 개척하면서 납득도 시키는 크레이지 셰프의 요리를 즐기는 느낌,전혀 상치 이상하다 조합 조화 아름답다 마치 새롭다 개척 납득 크레이지 셰프 요리
중간에서 끊긴 느낌이라 후속편을 봐야겠음,중간 속편
근데 너무 내용을 줄인듯 속편 나와주셈,내용 속편
어른도... 헌트릭스 팬 할 수 있는 거잖아요?,어른 트릭
도입부부터 흡입력이 엄청나서 제목의 유치함을 다 덮어버린다.. 개연성이 조금 부족한 게 문제가 되나? 음악이랑 영상이 이렇게 훌륭한데,도입 흡입 엄청나다 제목 유치하다 개연 조금 부족하다 문제 음악 영상 훌륭하다
하도 세상이 들썩이길래 봤는데 은근 재미있었던거같기도하고 근데 다보고 나서 딱히 뭔 이야기를 하고 싶었던건지는 모르겠달까,세상 은근 재미있다 기도 보고 딱하다 이야기
4.0 미만을 도저히 못 주겠어,미만 도저히
해치가 귀여움😌,해치
부분을 고치려고 노력하지 말고 전체를 봐라! 그리고 100%포도쥬스를 마셔라!⠀,부분 노력 전체 포도쥬스
전세계가 한국으로 몰카하는 거 같다...,전세계 한국 몰카
김구 선생님 보고 있으시나요...,김구 선생님 보고
갑분 로맨스가 당황스럽긴 했는데 굳이 뇌 쥐어짜서 이해하자면 못할 정도는 아니라서 재밌게 봤음,로맨스 당황 스럽다 굳이 이해 정도 재밌다
날카로운 모서리들 빛 아래 두지 않았을까,날카롭다 모서리 아래
애니메이션이랑 아트는 좋는데 너무 오글거림,애니메이션 아트
"단순한 스토리, 지루할 틈 없는 진행속도, 적절한 개그씬, 그 무엇보다 멋진 노래.",단순하다 스토리 지루하다 진행 속도 적절하다 개그 무엇 멋지다 노래
진짜 화제성 완벽 대신 루미 머리 스타일이 너무 지네같아서 볼때마다 깼다 노래들로 커버완,화제 완벽 대신 루미 머리 스타일 지네 볼때 노래 커버
어릴적에는 사랑도 우정도 성장도 4분이면 충분했을까,사랑 우정 성장 충분하다
과거부터 현재까지 한국적인 것이 세계적인 것,과거 현재 한국 세계
"24. 엔딩 크레딧이 아주 독창적이다 느낄 때 보여지는 트와이스의 메이킹 필름, 영화보다는 트와이스가 집중 되어지는 효과로 부정적인 효과가 압도적으로 컸다.",엔딩 크레딧 아주 독창 트와이스 메이킹 필름 트와이스 집중 효과 부정 효과 압도
"이런 ""작품""이 나올 수 있단 것, 이런 작품이 ""나올 수"" 있단 것에서 케이팝의 대단함을 느낄 수 있었다.",대단하다
"치부를 없애는 것은 의미가 없다는 것,",치부 의미
처음에 봤을 때 중도에 포기한 걸 후회한다. OST의 매력에 빠진 후 다시 보니 훨씬 감동적이다.,처음 중도 포기 후회 매력 다시 감동
- 다양한 문화권의 사람들에게 한국의 문화가 꾸준히 매력적으로 받아들여지고 있는 점이 기쁘고 다시 한 번 문화의 힘을 느낄 수 있었다,다양하다 문화 사람 한국 문화 꾸준하다 매력 기쁘다 다시 문화
"흥미로운 기획, 'K-POP' 한국 콘텐츠, 파워풀한 선곡의 삼위일체.",흥미롭다 기획 한국 콘텐츠 파워 선곡 삼위일체
노래 스토리 비주얼 모두 훌륭하고 발란스가 잘 잡혀있는 영리한 케이팝 소재 애니메이션,노래 스토리 비주 모두 훌륭하다 발란스 영리하다 소재 애니메이션
재미있을까 하고 봤지만 생각보다 재미있다!,재미있다 재미있다
처음 10분만 버티면 나름 볼만 하다,처음 분만 나름
하 진짜 개감동 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,감동
케이팝에 관심이 없어서 그런가.?,관심 런가
제목보고 이건 또 무슨 혼종 영화야라고 생각한 편협한 나의 식견에 반성하고 루미야 사랑해,제목 보고 이건 무슨 혼종 편협 식견 반성 루미 사랑
시간이 지날 수록 더 좋아지는 영화,시간 수록
솔찌키 막 노래가 젤 조음,솔찌키 노래 조음
나는 그냥 파트 몰빵받아서 성대결절 온 네포베이비 메보가 조심성 없이 공개 데이트하는 내용이라고 생각해,파트 성대결절 베이비 보가 조심성 공개 데이트 내용
문화와 콘텐츠라는 도구를 너무 잘 살린 작품,문화 콘텐츠 도구
한국뽕에 츼한다 ⭐️,한국 츼한다
"한국의 얼이, 아니, K-얼이, 세상의 심장부를 향해, 메인스트림으로 뻗어간다. 믿어지십니까? 세상을 구하는 이 노래가, 바로 이 땅, 한국에서 시작되다니. 사장님, 여기 김칫국 한 사발만 더 주이소.",한국 세상 심장 메인스트림 간다 세상 노래 바로 한국 시작 사장 여기 김칫국 사발
편견을버리다 …. 이제 봐서 미안합니다아아,편견 이제 미안하다 아아
무한한 변형을 통해 보존된다.,무한 변형 통해 보존
"등잔 밑이 어둡다더니. 밖으로만 눈을 돌리던 우리네 사람들의 ‘속사정’을, 아름다운 불빛으로 환히 비쳐주어 감사할 따름.",등잔 어둡다 우리네 사람 속사정 아름답다 불빛 환하다 따름
퀄리티 좋은 3D 애니메이션에 댄스 모션까지 엄청난데 눈알 튀어나오는건 우리 조카가 참 좋아하더라구요(요상해),퀄리티 애니메이션 댄스 모션 엄청나다 눈알 우리 조카 좋아하다 상해
생각보다 재밌었고 유치하지 않았고 볼거리도 나름 괜찮았고 생각도 하게 만들었다.,재밌다 유치하다 볼거리 나름 괜찮다
주모~ 국뽕 한사발 주이소~,주모 국뽕 사발
스토리는 음. 1회로 보여주기엔 아쉬움,스토리 회로 아쉬움
작품 자체만으로는 더 좋은 영화들이 많으니 더 높은 별점을 주지 못하는 게 그저 아쉬울뿐이다.,자체 높다 주지 아쉽다
중반부턴 반대로 느려지고 너무 정석대로의 전개여서 마치 원작 게임같은게 존재하고 그것의 프로모션 영화를 보는 느낌이었음. 재미없다는 뜻. 그래도 영상미랑 노래는 좋았다~,중반 반대 느리다 정석 전개 마치 원작 게임 존재 그것 프로모션 재미없다 상미 노래
